wind_speed_mps,wind_dir_deg,air_temperature_C,air_pressure_hPa,humidity_percent,air_density_kgm3,wind_speed_hub_mps,turbine_power_kW,farm_power_kW,farm_energy_kWh_10min,farm_energy_MWh_10min,station_id,timestamp,data_source,local_timestamp,hour,day_of_week,time_of_day,wind_power_density,is_valid
1.15,271.0,23.8,1014.0,39.0,1.19,1.59,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:51:31.332934,PREDICTION,2025-11-04 22:51:31.332934+02:00,22.0,Tuesday,Night,0.9049206249999998,True
1.26,114.0,20.2,1016.0,24.0,1.207,1.74,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:51:31.336978,PREDICTION,2025-11-04 22:51:31.336978+02:00,22.0,Tuesday,Night,1.2072269160000002,True
1.16,193.0,23.92,1014.0,31.0,1.189,1.61,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:51:36.236224,PREDICTION,2025-11-04 22:51:36.236224+02:00,22.0,Tuesday,Night,0.9279526719999999,True
1.15,271.0,23.8,1014.0,39.0,1.19,1.59,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:51:36.357511,PREDICTION,2025-11-04 22:51:36.357511+02:00,22.0,Tuesday,Night,0.9049206249999998,True
1.26,114.0,20.2,1016.0,24.0,1.207,1.74,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:51:36.361233,PREDICTION,2025-11-04 22:51:36.361233+02:00,22.0,Tuesday,Night,1.2072269160000002,True
1.08,193.0,23.92,1014.0,31.0,1.189,1.49,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:51:46.207028,PREDICTION,2025-11-04 22:51:46.207028+02:00,22.0,Tuesday,Night,0.7488987840000001,True
1.45,271.0,23.8,1014.0,39.0,1.19,2.0,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:51:46.321819,PREDICTION,2025-11-04 22:51:46.321819+02:00,22.0,Tuesday,Night,1.813931875,True
1.28,114.0,20.2,1016.0,24.0,1.207,1.76,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:51:46.325462,PREDICTION,2025-11-04 22:51:46.325462+02:00,22.0,Tuesday,Night,1.2656312320000003,True
1.0,193.0,23.92,1014.0,31.0,1.189,1.37,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:51:51.218470,PREDICTION,2025-11-04 22:51:51.218470+02:00,22.0,Tuesday,Night,0.5945,True
0.91,271.0,23.8,1014.0,39.0,1.19,1.25,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:51:51.334856,PREDICTION,2025-11-04 22:51:51.334856+02:00,22.0,Tuesday,Night,0.448374745,True
1.25,114.0,20.2,1016.0,24.0,1.207,1.72,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:51:51.338094,PREDICTION,2025-11-04 22:51:51.338094+02:00,22.0,Tuesday,Night,1.1787109375,True
0.87,193.0,23.92,1014.0,31.0,1.189,1.2,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:52:01.202838,PREDICTION,2025-11-04 22:52:01.202838+02:00,22.0,Tuesday,Night,0.3914800335,True
1.35,271.0,23.8,1014.0,39.0,1.19,1.86,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:52:01.318637,PREDICTION,2025-11-04 22:52:01.318637+02:00,22.0,Tuesday,Night,1.4639231250000002,True
0.83,114.0,20.2,1016.0,24.0,1.207,1.15,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:52:01.323183,PREDICTION,2025-11-04 22:52:01.323183+02:00,22.0,Tuesday,Night,0.3450734545,True
0.87,193.0,23.92,1014.0,31.0,1.189,1.2,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:52:06.203147,PREDICTION,2025-11-04 22:52:06.203147+02:00,22.0,Tuesday,Night,0.3914800335,True
1.35,271.0,23.8,1014.0,39.0,1.19,1.86,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:52:06.343132,PREDICTION,2025-11-04 22:52:06.343132+02:00,22.0,Tuesday,Night,1.4639231250000002,True
0.83,114.0,20.2,1016.0,24.0,1.207,1.15,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:52:06.347818,PREDICTION,2025-11-04 22:52:06.347818+02:00,22.0,Tuesday,Night,0.3450734545,True
0.87,193.0,23.92,1014.0,31.0,1.189,1.2,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:52:16.214513,PREDICTION,2025-11-04 22:52:16.214513+02:00,22.0,Tuesday,Night,0.3914800335,True
1.35,271.0,23.8,1014.0,39.0,1.19,1.87,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:52:16.326907,PREDICTION,2025-11-04 22:52:16.326907+02:00,22.0,Tuesday,Night,1.4639231250000002,True
1.05,114.0,20.2,1016.0,24.0,1.207,1.45,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:52:16.330499,PREDICTION,2025-11-04 22:52:16.330499+02:00,22.0,Tuesday,Night,0.6986266875000001,True
1.14,193.0,23.92,1014.0,31.0,1.189,1.57,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:52:21.218258,PREDICTION,2025-11-04 22:52:21.218258+02:00,22.0,Tuesday,Night,0.8807779079999998,True
1.19,271.0,23.8,1014.0,39.0,1.19,1.65,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:52:21.333525,PREDICTION,2025-11-04 22:52:21.333525+02:00,22.0,Tuesday,Night,1.002669605,True
1.18,114.0,20.2,1016.0,24.0,1.207,1.62,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:52:21.337707,PREDICTION,2025-11-04 22:52:21.337707+02:00,22.0,Tuesday,Night,0.9915698119999999,True
1.14,193.0,23.92,1014.0,31.0,1.189,1.57,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:52:26.219281,PREDICTION,2025-11-04 22:52:26.219281+02:00,22.0,Tuesday,Night,0.8807779079999998,True
1.19,271.0,23.8,1014.0,39.0,1.19,1.65,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:52:26.334803,PREDICTION,2025-11-04 22:52:26.334803+02:00,22.0,Tuesday,Night,1.002669605,True
1.18,114.0,20.2,1016.0,24.0,1.207,1.62,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:52:26.338435,PREDICTION,2025-11-04 22:52:26.338435+02:00,22.0,Tuesday,Night,0.9915698119999999,True
0.91,193.0,23.92,1014.0,31.0,1.189,1.26,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:52:36.204946,PREDICTION,2025-11-04 22:52:36.204946+02:00,22.0,Tuesday,Night,0.4479979595000001,True
1.2,271.0,23.8,1014.0,39.0,1.19,1.65,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:52:36.321848,PREDICTION,2025-11-04 22:52:36.321848+02:00,22.0,Tuesday,Night,1.0281599999999997,True
0.8,114.0,20.2,1016.0,24.0,1.207,1.11,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:52:36.325508,PREDICTION,2025-11-04 22:52:36.325508+02:00,22.0,Tuesday,Night,0.3089920000000001,True
1.16,193.0,23.92,1014.0,31.0,1.189,1.6,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:52:41.207515,PREDICTION,2025-11-04 22:52:41.207515+02:00,22.0,Tuesday,Night,0.9279526719999999,True
1.12,271.0,23.8,1014.0,39.0,1.19,1.55,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:52:41.352490,PREDICTION,2025-11-04 22:52:41.352490+02:00,22.0,Tuesday,Night,0.8359321600000001,True
1.29,114.0,20.2,1016.0,24.0,1.207,1.78,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:52:41.357529,PREDICTION,2025-11-04 22:52:41.357529+02:00,22.0,Tuesday,Night,1.2955268115000003,True
1.39,193.0,23.92,1014.0,31.0,1.189,1.92,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:52:51.212915,PREDICTION,2025-11-04 22:52:51.212915+02:00,22.0,Tuesday,Night,1.5966004954999997,True
1.31,271.0,23.8,1014.0,39.0,1.19,1.81,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:52:51.319987,PREDICTION,2025-11-04 22:52:51.319987+02:00,22.0,Tuesday,Night,1.337614145,True
1.24,114.0,20.2,1016.0,24.0,1.207,1.72,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:52:51.323970,PREDICTION,2025-11-04 22:52:51.323970+02:00,22.0,Tuesday,Night,1.150647584,True
1.12,193.0,23.92,1014.0,31.0,1.189,1.54,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:53:01.209246,PREDICTION,2025-11-04 22:53:01.209246+02:00,22.0,Tuesday,Night,0.8352296960000003,True
1.4,271.0,23.8,1014.0,39.0,1.19,1.93,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:53:01.328110,PREDICTION,2025-11-04 22:53:01.328110+02:00,22.0,Tuesday,Night,1.6326799999999995,True
1.17,114.0,20.2,1016.0,24.0,1.207,1.61,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:53:01.332491,PREDICTION,2025-11-04 22:53:01.332491+02:00,22.0,Tuesday,Night,0.9665734454999999,True
1.12,193.0,23.92,1014.0,31.0,1.189,1.54,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:53:06.215535,PREDICTION,2025-11-04 22:53:06.215535+02:00,22.0,Tuesday,Night,0.8352296960000003,True
1.4,271.0,23.8,1014.0,39.0,1.19,1.93,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:53:06.333320,PREDICTION,2025-11-04 22:53:06.333320+02:00,22.0,Tuesday,Night,1.6326799999999995,True
1.17,114.0,20.2,1016.0,24.0,1.207,1.61,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:53:06.337499,PREDICTION,2025-11-04 22:53:06.337499+02:00,22.0,Tuesday,Night,0.9665734454999999,True
1.16,193.0,23.92,1014.0,31.0,1.189,1.6,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:53:16.211404,PREDICTION,2025-11-04 22:53:16.211404+02:00,22.0,Tuesday,Night,0.9279526719999999,True
1.33,271.0,23.8,1014.0,39.0,1.19,1.83,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:53:16.326955,PREDICTION,2025-11-04 22:53:16.326955+02:00,22.0,Tuesday,Night,1.3998190150000003,True
0.98,114.0,20.2,1016.0,24.0,1.207,1.35,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:53:16.332541,PREDICTION,2025-11-04 22:53:16.332541+02:00,22.0,Tuesday,Night,0.568009372,True
1.24,193.0,23.92,1014.0,31.0,1.189,1.71,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:53:26.205803,PREDICTION,2025-11-04 22:53:26.205803+02:00,22.0,Tuesday,Night,1.133487968,True
1.02,271.0,23.8,1014.0,39.0,1.19,1.41,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:53:26.319119,PREDICTION,2025-11-04 22:53:26.319119+02:00,22.0,Tuesday,Night,0.6314187600000001,True
0.92,114.0,20.2,1016.0,24.0,1.207,1.27,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:53:26.322862,PREDICTION,2025-11-04 22:53:26.322862+02:00,22.0,Tuesday,Night,0.4699382080000001,True
1.09,193.0,23.92,1014.0,31.0,1.189,1.51,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:53:31.221249,PREDICTION,2025-11-04 22:53:31.221249+02:00,22.0,Tuesday,Night,0.7698947405000002,True
1.37,271.0,23.8,1014.0,39.0,1.19,1.9,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:53:31.334105,PREDICTION,2025-11-04 22:53:31.334105+02:00,22.0,Tuesday,Night,1.5299550350000004,True
1.24,114.0,20.2,1016.0,24.0,1.207,1.72,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:53:31.337339,PREDICTION,2025-11-04 22:53:31.337339+02:00,22.0,Tuesday,Night,1.150647584,True
1.05,193.0,23.92,1014.0,31.0,1.189,1.44,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:53:41.223897,PREDICTION,2025-11-04 22:53:41.223897+02:00,22.0,Tuesday,Night,0.6882080625000001,True
1.05,271.0,23.8,1014.0,39.0,1.19,1.45,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:53:41.338296,PREDICTION,2025-11-04 22:53:41.338296+02:00,22.0,Tuesday,Night,0.688786875,True
1.28,114.0,20.2,1016.0,24.0,1.207,1.77,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:53:41.343606,PREDICTION,2025-11-04 22:53:41.343606+02:00,22.0,Tuesday,Night,1.2656312320000003,True
1.27,193.0,23.92,1014.0,31.0,1.189,1.76,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:53:51.213709,PREDICTION,2025-11-04 22:53:51.213709+02:00,22.0,Tuesday,Night,1.2177636935000002,True
1.43,271.0,23.8,1014.0,39.0,1.19,1.97,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:53:51.332749,PREDICTION,2025-11-04 22:53:51.332749+02:00,22.0,Tuesday,Night,1.7399031649999996,True
1.12,114.0,20.2,1016.0,24.0,1.207,1.55,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:53:51.337456,PREDICTION,2025-11-04 22:53:51.337456+02:00,22.0,Tuesday,Night,0.8478740480000003,True
1.1,193.0,23.92,1014.0,31.0,1.189,1.52,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:54:01.204930,PREDICTION,2025-11-04 22:54:01.204930+02:00,22.0,Tuesday,Night,0.7912795000000002,True
1.03,271.0,23.8,1014.0,39.0,1.19,1.42,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:54:01.328393,PREDICTION,2025-11-04 22:54:01.328393+02:00,22.0,Tuesday,Night,0.650172565,True
1.14,114.0,20.2,1016.0,24.0,1.207,1.57,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:54:01.333984,PREDICTION,2025-11-04 22:54:01.333984+02:00,22.0,Tuesday,Night,0.8941118039999998,True
1.43,193.0,23.92,1014.0,31.0,1.189,1.97,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:54:11.215026,PREDICTION,2025-11-04 22:54:11.215026+02:00,22.0,Tuesday,Night,1.7384410614999999,True
1.07,271.0,23.8,1014.0,39.0,1.19,1.47,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:54:11.333172,PREDICTION,2025-11-04 22:54:11.333172+02:00,22.0,Tuesday,Night,0.728900585,True
1.29,114.0,20.2,1016.0,24.0,1.207,1.78,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:54:11.337467,PREDICTION,2025-11-04 22:54:11.337467+02:00,22.0,Tuesday,Night,1.2955268115000003,True
1.43,193.0,23.92,1014.0,31.0,1.189,1.97,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:54:16.235551,PREDICTION,2025-11-04 22:54:16.235551+02:00,22.0,Tuesday,Night,1.7384410614999999,True
1.07,271.0,23.8,1014.0,39.0,1.19,1.47,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:54:16.347562,PREDICTION,2025-11-04 22:54:16.347562+02:00,22.0,Tuesday,Night,0.728900585,True
1.29,114.0,20.2,1016.0,24.0,1.207,1.78,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:54:16.352393,PREDICTION,2025-11-04 22:54:16.352393+02:00,22.0,Tuesday,Night,1.2955268115000003,True
1.12,193.0,23.92,1014.0,31.0,1.189,1.55,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:54:26.218207,PREDICTION,2025-11-04 22:54:26.218207+02:00,22.0,Tuesday,Night,0.8352296960000003,True
1.46,271.0,23.8,1014.0,39.0,1.19,2.02,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:54:26.337696,PREDICTION,2025-11-04 22:54:26.337696+02:00,22.0,Tuesday,Night,1.8517209199999998,True
1.13,114.0,20.2,1016.0,24.0,1.207,1.56,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:54:26.343136,PREDICTION,2025-11-04 22:54:26.343136+02:00,22.0,Tuesday,Night,0.8707883394999999,True
0.89,193.0,23.92,1014.0,31.0,1.189,1.23,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:54:36.214405,PREDICTION,2025-11-04 22:54:36.214405+02:00,22.0,Tuesday,Night,0.41910407050000004,True
0.91,271.0,23.8,1014.0,39.0,1.19,1.26,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:54:36.333360,PREDICTION,2025-11-04 22:54:36.333360+02:00,22.0,Tuesday,Night,0.448374745,True
1.1,114.0,20.2,1016.0,24.0,1.207,1.52,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:54:36.337357,PREDICTION,2025-11-04 22:54:36.337357+02:00,22.0,Tuesday,Night,0.8032585000000003,True
1.39,193.0,23.92,1014.0,31.0,1.189,1.92,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:54:46.204650,PREDICTION,2025-11-04 22:54:46.204650+02:00,22.0,Tuesday,Night,1.5966004954999997,True
1.32,271.0,23.8,1014.0,39.0,1.19,1.83,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:54:46.320744,PREDICTION,2025-11-04 22:54:46.320744+02:00,22.0,Tuesday,Night,1.36848096,True
1.16,114.0,20.2,1016.0,24.0,1.207,1.6,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:54:46.324048,PREDICTION,2025-11-04 22:54:46.324048+02:00,22.0,Tuesday,Night,0.9420007359999998,True
1.19,193.0,23.92,1014.0,31.0,1.189,1.64,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:54:56.223272,PREDICTION,2025-11-04 22:54:56.223272+02:00,22.0,Tuesday,Night,1.0018270255,True
0.99,271.0,23.8,1014.0,39.0,1.19,1.36,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:54:56.343763,PREDICTION,2025-11-04 22:54:56.343763+02:00,22.0,Tuesday,Night,0.577327905,True
0.91,114.0,20.2,1016.0,24.0,1.207,1.26,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:54:56.348231,PREDICTION,2025-11-04 22:54:56.348231+02:00,22.0,Tuesday,Night,0.45478009850000006,True
1.4,193.0,23.92,1014.0,31.0,1.189,1.93,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:55:06.212395,PREDICTION,2025-11-04 22:55:06.212395+02:00,22.0,Tuesday,Night,1.6313079999999998,True
1.05,271.0,23.8,1014.0,39.0,1.19,1.45,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:55:06.327541,PREDICTION,2025-11-04 22:55:06.327541+02:00,22.0,Tuesday,Night,0.688786875,True
0.79,114.0,20.2,1016.0,24.0,1.207,1.08,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:55:06.332570,PREDICTION,2025-11-04 22:55:06.332570+02:00,22.0,Tuesday,Night,0.29754903650000003,True
1.0,193.0,23.92,1014.0,31.0,1.189,1.38,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:55:11.215986,PREDICTION,2025-11-04 22:55:11.215986+02:00,22.0,Tuesday,Night,0.5945,True
1.21,271.0,23.8,1014.0,39.0,1.19,1.67,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:55:11.324753,PREDICTION,2025-11-04 22:55:11.324753+02:00,22.0,Tuesday,Night,1.054078795,True
1.24,114.0,20.2,1016.0,24.0,1.207,1.71,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:55:11.330682,PREDICTION,2025-11-04 22:55:11.330682+02:00,22.0,Tuesday,Night,1.150647584,True
1.0,193.0,23.92,1014.0,31.0,1.189,1.38,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:55:16.218209,PREDICTION,2025-11-04 22:55:16.218209+02:00,22.0,Tuesday,Night,0.5945,True
1.21,271.0,23.8,1014.0,39.0,1.19,1.67,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:55:16.341749,PREDICTION,2025-11-04 22:55:16.341749+02:00,22.0,Tuesday,Night,1.054078795,True
1.24,114.0,20.2,1016.0,24.0,1.207,1.71,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:55:16.345558,PREDICTION,2025-11-04 22:55:16.345558+02:00,22.0,Tuesday,Night,1.150647584,True
1.24,193.0,23.92,1014.0,31.0,1.189,1.72,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:55:26.207340,PREDICTION,2025-11-04 22:55:26.207340+02:00,22.0,Tuesday,Night,1.133487968,True
1.02,271.0,23.8,1014.0,39.0,1.19,1.41,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:55:26.327235,PREDICTION,2025-11-04 22:55:26.327235+02:00,22.0,Tuesday,Night,0.6314187600000001,True
1.24,114.0,20.2,1016.0,24.0,1.207,1.72,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:55:26.331287,PREDICTION,2025-11-04 22:55:26.331287+02:00,22.0,Tuesday,Night,1.150647584,True
1.36,193.0,23.92,1014.0,31.0,1.189,1.87,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:55:31.213967,PREDICTION,2025-11-04 22:55:31.213967+02:00,22.0,Tuesday,Night,1.4954385920000002,True
1.01,271.0,23.8,1014.0,39.0,1.19,1.39,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:55:31.334483,PREDICTION,2025-11-04 22:55:31.334483+02:00,22.0,Tuesday,Night,0.613029095,True
1.18,114.0,20.2,1016.0,24.0,1.207,1.62,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:55:31.339801,PREDICTION,2025-11-04 22:55:31.339801+02:00,22.0,Tuesday,Night,0.9915698119999999,True
1.01,193.0,23.92,1014.0,31.0,1.189,1.4,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:55:41.209345,PREDICTION,2025-11-04 22:55:41.209345+02:00,22.0,Tuesday,Night,0.6125139445000001,True
1.17,271.0,23.8,1014.0,39.0,1.19,1.62,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:55:41.327993,PREDICTION,2025-11-04 22:55:41.327993+02:00,22.0,Tuesday,Night,0.9529597349999998,True
0.79,114.0,20.2,1016.0,24.0,1.207,1.08,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:55:41.332070,PREDICTION,2025-11-04 22:55:41.332070+02:00,22.0,Tuesday,Night,0.29754903650000003,True
1.01,193.0,23.92,1014.0,31.0,1.189,1.4,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:55:46.214103,PREDICTION,2025-11-04 22:55:46.214103+02:00,22.0,Tuesday,Night,0.6125139445000001,True
1.17,271.0,23.8,1014.0,39.0,1.19,1.62,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:55:46.337187,PREDICTION,2025-11-04 22:55:46.337187+02:00,22.0,Tuesday,Night,0.9529597349999998,True
0.79,114.0,20.2,1016.0,24.0,1.207,1.08,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:55:46.341043,PREDICTION,2025-11-04 22:55:46.341043+02:00,22.0,Tuesday,Night,0.29754903650000003,True
1.31,193.0,23.92,1014.0,31.0,1.189,1.81,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:55:56.205563,PREDICTION,2025-11-04 22:55:56.205563+02:00,22.0,Tuesday,Night,1.3364900995000002,True
1.0,271.0,23.8,1014.0,39.0,1.19,1.38,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:55:56.321266,PREDICTION,2025-11-04 22:55:56.321266+02:00,22.0,Tuesday,Night,0.595,True
1.2,114.0,20.2,1016.0,24.0,1.207,1.66,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:55:56.328103,PREDICTION,2025-11-04 22:55:56.328103+02:00,22.0,Tuesday,Night,1.042848,True
1.15,193.0,23.92,1014.0,31.0,1.189,1.58,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:56:01.206432,PREDICTION,2025-11-04 22:56:01.206432+02:00,22.0,Tuesday,Night,0.9041601874999999,True
1.27,271.0,23.8,1014.0,39.0,1.19,1.75,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:56:01.325028,PREDICTION,2025-11-04 22:56:01.325028+02:00,22.0,Tuesday,Night,1.218787885,True
0.71,114.0,20.2,1016.0,24.0,1.207,0.98,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:56:01.330352,PREDICTION,2025-11-04 22:56:01.330352+02:00,22.0,Tuesday,Night,0.21599928849999997,True
0.92,193.0,23.92,1014.0,31.0,1.189,1.27,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:56:11.223814,PREDICTION,2025-11-04 22:56:11.223814+02:00,22.0,Tuesday,Night,0.46293001600000006,True
1.32,271.0,23.8,1014.0,39.0,1.19,1.82,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:56:11.346424,PREDICTION,2025-11-04 22:56:11.346424+02:00,22.0,Tuesday,Night,1.36848096,True
1.17,114.0,20.2,1016.0,24.0,1.207,1.61,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:56:11.358148,PREDICTION,2025-11-04 22:56:11.358148+02:00,22.0,Tuesday,Night,0.9665734454999999,True
0.89,193.0,23.92,1014.0,31.0,1.189,1.23,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:56:21.204943,PREDICTION,2025-11-04 22:56:21.204943+02:00,22.0,Tuesday,Night,0.41910407050000004,True
1.42,271.0,23.8,1014.0,39.0,1.19,1.96,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:56:21.324296,PREDICTION,2025-11-04 22:56:21.324296+02:00,22.0,Tuesday,Night,1.7036563599999996,True
0.88,114.0,20.2,1016.0,24.0,1.207,1.21,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:56:21.328487,PREDICTION,2025-11-04 22:56:21.328487+02:00,22.0,Tuesday,Night,0.411268352,True
0.89,193.0,23.92,1014.0,31.0,1.189,1.23,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:56:26.221150,PREDICTION,2025-11-04 22:56:26.221150+02:00,22.0,Tuesday,Night,0.41910407050000004,True
1.42,271.0,23.8,1014.0,39.0,1.19,1.96,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:56:26.342107,PREDICTION,2025-11-04 22:56:26.342107+02:00,22.0,Tuesday,Night,1.7036563599999996,True
0.88,114.0,20.2,1016.0,24.0,1.207,1.21,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:56:26.345927,PREDICTION,2025-11-04 22:56:26.345927+02:00,22.0,Tuesday,Night,0.411268352,True
1.1,193.0,23.92,1014.0,31.0,1.189,1.51,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:56:36.211131,PREDICTION,2025-11-04 22:56:36.211131+02:00,22.0,Tuesday,Night,0.7912795000000002,True
1.1,271.0,23.8,1014.0,39.0,1.19,1.52,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:56:36.328234,PREDICTION,2025-11-04 22:56:36.328234+02:00,22.0,Tuesday,Night,0.7919450000000002,True
1.09,114.0,20.2,1016.0,24.0,1.207,1.5,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:56:36.331685,PREDICTION,2025-11-04 22:56:36.331685+02:00,22.0,Tuesday,Night,0.7815500015000002,True
1.13,193.0,23.92,1014.0,31.0,1.189,1.57,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:56:41.212940,PREDICTION,2025-11-04 22:56:41.212940+02:00,22.0,Tuesday,Night,0.8578022664999998,True
1.34,271.0,23.8,1014.0,39.0,1.19,1.86,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:56:41.329565,PREDICTION,2025-11-04 22:56:41.329565+02:00,22.0,Tuesday,Night,1.4316318800000003,True
1.2,114.0,20.2,1016.0,24.0,1.207,1.65,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:56:41.334995,PREDICTION,2025-11-04 22:56:41.334995+02:00,22.0,Tuesday,Night,1.042848,True
