timestamp,station_id,data_source,temperature_C,panel_temperature_C,solar_irradiance_Wm2,effective_efficiency,power_kW,energy_kWh_10min
2025-10-24 12:06:23.467114+00:00,KOSPP,PREDICTION,35.74,43.18,992.001635092968,0.171,122774.77,20462.46
2025-10-24 12:06:23.553089+00:00,ZFSPP,PREDICTION,28.86,32.71,992.001635092968,0.177,15846.11,2641.02
2025-10-24 12:07:21.872340+00:00,BSPP,PREDICTION,35.79,40.32,989.6005438620675,0.171,1010201.29,168366.88
2025-10-24 12:07:23.364058+00:00,KOSPP,PREDICTION,35.74,42.29,989.6005438620675,0.171,122477.6,20412.93
2025-10-24 12:07:23.453054+00:00,ZFSPP,PREDICTION,28.86,35.28,989.6005438620675,0.177,15807.76,2634.63
2025-10-24 12:08:21.865802+00:00,BSPP,PREDICTION,35.79,39.84,1010.7511274299911,0.171,1031792.17,171965.36
2025-10-24 12:08:23.415489+00:00,KOSPP,PREDICTION,35.74,40.01,1010.7511274299911,0.171,125095.29,20849.22
2025-10-24 12:08:23.494528+00:00,ZFSPP,PREDICTION,28.86,32.45,1010.7511274299911,0.177,16145.62,2690.94
2025-10-24 12:09:21.880235+00:00,BSPP,PREDICTION,35.79,41.39,1027.5396730175337,0.171,1048930.21,174821.7
2025-10-24 12:09:23.336575+00:00,KOSPP,PREDICTION,35.74,40.66,1027.5396730175337,0.171,127173.12,21195.52
2025-10-24 12:09:23.419733+00:00,ZFSPP,PREDICTION,28.86,34.73,1027.5396730175337,0.177,16413.79,2735.63
2025-10-24 12:10:21.875856+00:00,BSPP,PREDICTION,35.79,41.5,1015.0876645998339,0.171,1036218.98,172703.16
2025-10-24 12:10:23.392259+00:00,KOSPP,PREDICTION,35.74,41.82,1015.0876645998339,0.171,125632.0,20938.67
2025-10-24 12:10:23.482700+00:00,ZFSPP,PREDICTION,28.86,33.26,1015.0876645998339,0.177,16214.89,2702.48
2025-10-24 12:11:21.877557+00:00,BSPP,PREDICTION,35.79,42.4,958.6944167881372,0.171,978651.78,163108.63
2025-10-24 12:11:23.433585+00:00,KOSPP,PREDICTION,35.74,39.8,958.6944167881372,0.171,118652.51,19775.42
2025-10-24 12:11:23.520352+00:00,ZFSPP,PREDICTION,28.86,36.47,958.6944167881372,0.177,15314.07,2552.34
2025-10-24 12:12:21.865848+00:00,BSPP,PREDICTION,35.79,43.5,950.5659521788043,0.171,970354.11,161725.68
2025-10-24 12:12:23.503485+00:00,KOSPP,PREDICTION,35.74,40.33,950.5659521788043,0.171,117646.49,19607.75
2025-10-24 12:12:23.608123+00:00,ZFSPP,PREDICTION,28.86,34.32,950.5659521788043,0.177,15184.23,2530.7
2025-10-24 12:13:22.401873+00:00,BSPP,PREDICTION,35.79,41.0,1003.1472860827935,0.171,1024030.04,170671.67
2025-10-24 12:13:23.993062+00:00,KOSPP,PREDICTION,35.74,42.65,1003.1472860827935,0.171,124154.21,20692.37
2025-10-24 12:13:24.092655+00:00,ZFSPP,PREDICTION,28.86,33.24,1003.1472860827935,0.177,16024.15,2670.69
2025-10-24 12:14:21.881197+00:00,BSPP,PREDICTION,35.79,38.96,1048.6002461691014,0.171,1070429.2,178404.87
2025-10-24 12:14:23.331643+00:00,KOSPP,PREDICTION,35.74,43.42,1048.6002461691014,0.171,129779.68,21629.95
2025-10-24 12:14:23.409213+00:00,ZFSPP,PREDICTION,28.86,35.48,1048.6002461691014,0.177,16750.21,2791.7
2025-10-24 12:15:21.884483+00:00,BSPP,PREDICTION,35.79,39.63,974.0325690345466,0.171,994309.23,165718.21
2025-10-24 12:15:23.546642+00:00,KOSPP,PREDICTION,35.74,39.81,974.0325690345466,0.171,120550.83,20091.81
2025-10-24 12:15:23.619680+00:00,ZFSPP,PREDICTION,28.86,33.94,974.0325690345466,0.177,15559.08,2593.18
2025-10-24 12:16:21.874975+00:00,BSPP,PREDICTION,35.79,40.18,950.3363351809791,0.171,970119.71,161686.62
2025-10-24 12:16:23.255297+00:00,KOSPP,PREDICTION,35.74,40.17,950.3363351809791,0.171,117618.08,19603.01
2025-10-24 12:16:23.329135+00:00,ZFSPP,PREDICTION,28.86,33.88,950.3363351809791,0.177,15180.56,2530.09
2025-10-24 12:17:21.867881+00:00,BSPP,PREDICTION,35.79,40.81,984.2717713303884,0.171,1004761.59,167460.26
2025-10-24 12:17:23.256880+00:00,KOSPP,PREDICTION,35.74,40.39,984.2717713303884,0.171,121818.08,20303.01
2025-10-24 12:17:23.331583+00:00,ZFSPP,PREDICTION,28.86,32.36,984.2717713303884,0.177,15722.64,2620.44
2025-10-24 12:18:21.880864+00:00,BSPP,PREDICTION,35.79,39.24,958.5864364906239,0.171,978541.55,163090.26
2025-10-24 12:18:23.574220+00:00,KOSPP,PREDICTION,35.74,42.51,958.5864364906239,0.171,118639.15,19773.19
2025-10-24 12:18:23.675958+00:00,ZFSPP,PREDICTION,28.86,36.58,958.5864364906239,0.177,15312.34,2552.06
2025-10-24 12:19:21.870963+00:00,BSPP,PREDICTION,35.79,38.87,993.4677068576812,0.171,1014148.96,169024.83
2025-10-24 12:19:23.319008+00:00,KOSPP,PREDICTION,35.74,40.95,993.4677068576812,0.171,122956.22,20492.7
2025-10-24 12:19:23.398374+00:00,ZFSPP,PREDICTION,28.86,36.34,993.4677068576812,0.177,15869.53,2644.92
2025-10-24 12:20:21.880505+00:00,BSPP,PREDICTION,35.79,41.91,976.2630431807582,0.171,996586.14,166097.69
2025-10-24 12:20:23.517594+00:00,KOSPP,PREDICTION,35.74,40.88,976.2630431807582,0.171,120826.89,20137.81
2025-10-24 12:20:23.624537+00:00,ZFSPP,PREDICTION,28.86,36.79,976.2630431807582,0.177,15594.71,2599.12
2025-10-24 12:21:21.878934+00:00,BSPP,PREDICTION,35.79,39.53,1018.6725704791704,0.171,1039878.52,173313.09
2025-10-24 12:21:23.739379+00:00,KOSPP,PREDICTION,35.74,40.61,1018.6725704791704,0.171,126075.69,21012.61
2025-10-24 12:21:23.841295+00:00,ZFSPP,PREDICTION,28.86,34.26,1018.6725704791704,0.177,16272.15,2712.03
2025-10-24 12:22:21.879208+00:00,BSPP,PREDICTION,35.79,41.23,1033.6371505215384,0.171,1055154.62,175859.1
2025-10-24 12:22:23.350721+00:00,KOSPP,PREDICTION,35.74,42.88,1033.6371505215384,0.171,127927.77,21321.3
2025-10-24 12:22:23.428035+00:00,ZFSPP,PREDICTION,28.86,36.77,1033.6371505215384,0.177,16511.19,2751.87
2025-10-24 12:23:22.398574+00:00,BSPP,PREDICTION,35.79,41.6,1029.97983482429,0.171,1051421.17,175236.86
2025-10-24 12:23:23.853833+00:00,KOSPP,PREDICTION,35.74,43.42,1029.97983482429,0.171,127475.13,21245.85
2025-10-24 12:23:23.931607+00:00,ZFSPP,PREDICTION,28.86,34.78,1029.97983482429,0.177,16452.77,2742.13
2025-10-24 12:24:21.877492+00:00,BSPP,PREDICTION,35.79,41.83,1000.9610330883976,0.171,1021798.27,170299.71
2025-10-24 12:24:23.629644+00:00,KOSPP,PREDICTION,35.74,41.6,1000.9610330883976,0.171,123883.63,20647.27
2025-10-24 12:24:23.732504+00:00,ZFSPP,PREDICTION,28.86,35.99,1000.9610330883976,0.177,15989.23,2664.87
2025-10-24 12:25:21.873908+00:00,BSPP,PREDICTION,35.79,41.32,999.0287119280582,0.171,1019825.73,169970.95
2025-10-24 12:25:23.566243+00:00,KOSPP,PREDICTION,35.74,42.61,999.0287119280582,0.171,123644.47,20607.41
2025-10-24 12:25:23.668896+00:00,ZFSPP,PREDICTION,28.86,33.04,999.0287119280582,0.177,15958.36,2659.73
2025-10-24 12:26:21.878895+00:00,BSPP,PREDICTION,35.79,40.65,1023.4142499202962,0.171,1044718.9,174119.82
2025-10-24 12:26:23.336204+00:00,KOSPP,PREDICTION,35.74,41.38,1023.4142499202962,0.171,126662.54,21110.42
2025-10-24 12:26:23.411371+00:00,ZFSPP,PREDICTION,28.86,33.89,1023.4142499202962,0.177,16347.9,2724.65
2025-10-24 12:27:21.869941+00:00,BSPP,PREDICTION,35.79,41.04,950.4038668522782,0.171,970188.65,161698.11
2025-10-24 12:27:23.388428+00:00,KOSPP,PREDICTION,35.74,43.54,950.4038668522782,0.171,117626.43,19604.41
2025-10-24 12:27:23.464620+00:00,ZFSPP,PREDICTION,28.86,35.34,950.4038668522782,0.177,15181.64,2530.27
2025-10-24 12:28:21.870236+00:00,BSPP,PREDICTION,35.79,39.0,1027.7425018367926,0.171,1049137.26,174856.21
2025-10-24 12:28:23.374757+00:00,KOSPP,PREDICTION,35.74,43.51,1027.7425018367926,0.171,127198.23,21199.7
2025-10-24 12:28:23.450312+00:00,ZFSPP,PREDICTION,28.86,35.37,1027.7425018367926,0.177,16417.03,2736.17
2025-10-24 12:29:21.875760+00:00,BSPP,PREDICTION,35.79,39.67,969.2256810647326,0.171,989402.28,164900.38
2025-10-24 12:29:23.360336+00:00,KOSPP,PREDICTION,35.74,43.53,969.2256810647326,0.171,119955.91,19992.65
2025-10-24 12:29:23.442508+00:00,ZFSPP,PREDICTION,28.86,35.43,969.2256810647326,0.177,15482.29,2580.38
2025-10-24 12:30:21.882208+00:00,BSPP,PREDICTION,35.79,38.81,990.1215390118257,0.171,1010733.13,168455.52
2025-10-24 12:30:23.421005+00:00,KOSPP,PREDICTION,35.74,41.92,990.1215390118257,0.171,122542.08,20423.68
2025-10-24 12:30:23.501373+00:00,ZFSPP,PREDICTION,28.86,36.68,990.1215390118257,0.177,15816.08,2636.01
2025-10-24 12:31:21.883659+00:00,BSPP,PREDICTION,35.79,39.21,954.2609075230158,0.171,974125.98,162354.33
2025-10-24 12:31:23.396220+00:00,KOSPP,PREDICTION,35.74,43.2,954.2609075230158,0.171,118103.8,19683.97
2025-10-24 12:31:23.476990+00:00,ZFSPP,PREDICTION,28.86,33.71,954.2609075230158,0.177,15243.25,2540.54
2025-10-24 12:32:21.881299+00:00,BSPP,PREDICTION,35.79,42.6,950.4593930701641,0.171,970245.33,161707.55
2025-10-24 12:32:23.505344+00:00,KOSPP,PREDICTION,35.74,43.42,950.4593930701641,0.171,117633.31,19605.55
2025-10-24 12:32:23.592203+00:00,ZFSPP,PREDICTION,28.86,32.99,950.4593930701641,0.177,15182.52,2530.42
2025-10-24 12:33:21.875849+00:00,BSPP,PREDICTION,35.79,41.58,1010.1218145328435,0.171,1031149.76,171858.29
2025-10-24 12:33:23.375512+00:00,KOSPP,PREDICTION,35.74,40.99,1010.1218145328435,0.171,125017.41,20836.23
2025-10-24 12:33:23.453119+00:00,ZFSPP,PREDICTION,28.86,35.17,1010.1218145328435,0.177,16135.56,2689.26
2025-10-24 12:34:22.438231+00:00,BSPP,PREDICTION,35.87,40.9,943.2255858136759,0.171,962496.61,160416.1
2025-10-24 12:34:23.845762+00:00,KOSPP,PREDICTION,35.83,40.2,953.154276190662,0.171,117916.63,19652.77
2025-10-24 12:34:23.924615+00:00,ZFSPP,PREDICTION,28.95,36.33,992.8690376986062,0.177,15853.43,2642.24
2025-10-24 12:35:21.879115+00:00,BSPP,PREDICTION,35.87,39.54,951.7918900260646,0.171,971237.94,161872.99
2025-10-24 12:35:23.484945+00:00,KOSPP,PREDICTION,35.83,39.62,961.810752026339,0.171,118987.54,19831.26
2025-10-24 12:35:23.571213+00:00,ZFSPP,PREDICTION,28.95,34.44,1001.8862000274364,0.177,15997.41,2666.24
2025-10-24 12:36:21.882121+00:00,BSPP,PREDICTION,35.87,40.16,952.9500060434366,0.171,972419.71,162069.95
2025-10-24 12:36:23.267083+00:00,KOSPP,PREDICTION,35.83,40.05,962.9810587386306,0.171,119132.33,19855.39
2025-10-24 12:36:23.342855+00:00,ZFSPP,PREDICTION,28.95,33.35,1003.1052695194069,0.177,16016.88,2669.48
2025-10-24 12:37:21.876218+00:00,BSPP,PREDICTION,35.87,41.08,953.9582760338811,0.171,973448.58,162241.43
2025-10-24 12:37:23.339874+00:00,KOSPP,PREDICTION,35.83,42.84,963.9999420973957,0.171,119258.37,19876.4
2025-10-24 12:37:23.416642+00:00,ZFSPP,PREDICTION,28.95,34.67,1004.1666063514539,0.177,16033.82,2672.3
2025-10-24 12:38:21.884035+00:00,BSPP,PREDICTION,35.87,41.31,932.735065695129,0.171,951791.76,158631.96
2025-10-24 12:38:23.450802+00:00,KOSPP,PREDICTION,35.83,42.09,942.5533295445514,0.171,116605.17,19434.19
2025-10-24 12:38:23.539345+00:00,ZFSPP,PREDICTION,28.95,36.92,981.826384942241,0.177,15677.11,2612.85
2025-10-24 12:39:21.870025+00:00,BSPP,PREDICTION,35.87,41.94,970.7619649197164,0.171,990595.59,165099.26
2025-10-24 12:39:23.419481+00:00,KOSPP,PREDICTION,35.83,43.59,980.9805119188713,0.171,121359.07,20226.51
2025-10-24 12:39:23.504650+00:00,ZFSPP,PREDICTION,28.95,36.2,1021.854699915491,0.177,16316.26,2719.38
2025-10-24 12:40:21.874395+00:00,BSPP,PREDICTION,35.87,42.7,920.6212066497984,0.171,939430.4,156571.73
2025-10-24 12:40:23.337968+00:00,KOSPP,PREDICTION,35.83,41.73,930.3119561934806,0.171,115090.77,19181.79
2025-10-24 12:40:23.413461+00:00,ZFSPP,PREDICTION,28.95,33.26,969.0749543682089,0.177,15473.51,2578.92
2025-10-24 12:41:21.873808+00:00,BSPP,PREDICTION,35.87,40.0,905.7497383422908,0.171,924255.1,154042.52
2025-10-24 12:41:23.355796+00:00,KOSPP,PREDICTION,35.83,41.23,915.2839461143149,0.171,113231.62,18871.94
2025-10-24 12:41:23.428386+00:00,ZFSPP,PREDICTION,28.95,35.29,953.4207772024114,0.177,15223.55,2537.26
2025-10-24 14:09:06.517620+00:00,BSPP,PREDICTION,35.29,39.7,914.7482562611107,0.172,935999.04,155999.84
2025-10-24 14:09:08.195726+00:00,KOSPP,PREDICTION,35.26,39.29,933.8055115998837,0.172,115834.46,19305.74
2025-10-24 14:09:08.279417+00:00,ZFSPP,PREDICTION,28.43,33.61,952.8627669386569,0.177,15250.89,2541.81
2025-10-24 14:09:15.841365+00:00,BSPP,PREDICTION,35.29,38.45,934.0732416902849,0.172,955772.96,159295.49
2025-10-24 14:09:17.455919+00:00,KOSPP,PREDICTION,35.26,38.8,953.5331008921659,0.172,118281.58,19713.6
2025-10-24 14:09:17.539153+00:00,ZFSPP,PREDICTION,28.43,33.75,972.9929600940468,0.177,15573.08,2595.51
2025-10-24 14:09:20.844415+00:00,BSPP,PREDICTION,35.29,42.57,1002.4694687003606,0.172,1025758.12,170959.69
2025-10-24 14:09:22.468105+00:00,KOSPP,PREDICTION,35.26,38.61,1023.3542492982848,0.172,126942.58,21157.1
2025-10-24 14:09:22.553208+00:00,ZFSPP,PREDICTION,28.43,34.14,1044.2390298962089,0.177,16713.4,2785.57
2025-10-24 14:09:30.839832+00:00,BSPP,PREDICTION,35.29,39.06,965.5825947516837,0.172,988014.32,164669.05
2025-10-24 14:09:32.438755+00:00,KOSPP,PREDICTION,35.26,42.09,985.6988988090104,0.172,122271.6,20378.6
2025-10-24 14:09:32.518396+00:00,ZFSPP,PREDICTION,28.43,33.47,1005.8152028663371,0.177,16098.41,2683.07
2025-10-24 14:09:35.848175+00:00,BSPP,PREDICTION,35.29,39.04,965.5825947516837,0.172,988014.32,164669.05
2025-10-24 14:09:37.481649+00:00,KOSPP,PREDICTION,35.26,42.49,985.6988988090104,0.172,122271.6,20378.6
2025-10-24 14:09:37.592147+00:00,ZFSPP,PREDICTION,28.43,33.15,1005.8152028663371,0.177,16098.41,2683.07
2025-10-24 14:09:45.838775+00:00,BSPP,PREDICTION,35.29,41.48,990.1921289932214,0.172,1013195.57,168865.93
2025-10-24 14:09:47.427480+00:00,KOSPP,PREDICTION,35.26,43.07,1010.8211316805802,0.172,125387.91,20897.98
2025-10-24 14:09:47.506221+00:00,ZFSPP,PREDICTION,28.43,34.8,1031.450134367939,0.177,16508.7,2751.45
2025-10-24 14:09:50.844910+00:00,BSPP,PREDICTION,35.29,38.56,954.2860904188967,0.172,976455.38,162742.56
2025-10-24 14:09:52.403230+00:00,KOSPP,PREDICTION,35.26,40.41,974.167050635957,0.172,120841.13,20140.19
2025-10-24 14:09:52.488241+00:00,ZFSPP,PREDICTION,28.43,34.41,994.0480108530174,0.177,15910.07,2651.68
2025-10-24 14:09:55.847453+00:00,BSPP,PREDICTION,35.29,40.96,954.2860904188967,0.172,976455.38,162742.56
2025-10-24 14:09:57.368116+00:00,KOSPP,PREDICTION,35.26,41.91,974.167050635957,0.172,120841.13,20140.19
2025-10-24 14:09:57.451394+00:00,ZFSPP,PREDICTION,28.43,35.17,994.0480108530174,0.177,15910.07,2651.68
2025-10-24 14:10:21.879543+00:00,BSPP,PREDICTION,35.29,40.57,961.8690651004756,0.172,984214.52,164035.75
2025-10-24 14:10:23.586179+00:00,KOSPP,PREDICTION,35.26,40.31,981.9080039567356,0.172,121801.36,20300.23
2025-10-24 14:10:23.671582+00:00,ZFSPP,PREDICTION,28.43,33.16,1001.9469428129954,0.177,16036.5,2672.75
2025-10-24 14:11:21.883531+00:00,BSPP,PREDICTION,35.29,42.31,963.7445227487508,0.172,986133.55,164355.59
2025-10-24 14:11:23.492305+00:00,KOSPP,PREDICTION,35.26,40.95,983.8225336393497,0.172,122038.85,20339.81
2025-10-24 14:11:23.573519+00:00,ZFSPP,PREDICTION,28.43,34.87,1003.9005445299487,0.177,16067.76,2677.96
2025-10-24 14:12:21.880809+00:00,BSPP,PREDICTION,35.29,42.04,1000.332629630835,0.172,1023571.64,170595.27
2025-10-24 14:12:23.568396+00:00,KOSPP,PREDICTION,35.26,42.01,1021.172892748144,0.172,126672.0,21112.0
2025-10-24 14:12:23.654776+00:00,ZFSPP,PREDICTION,28.43,33.66,1042.013155865453,0.177,16677.77,2779.63
2025-10-24 14:13:21.886814+00:00,BSPP,PREDICTION,35.29,41.07,947.0870171427407,0.172,969089.07,161514.84
2025-10-24 14:13:23.544928+00:00,KOSPP,PREDICTION,35.26,41.98,966.8179966665477,0.172,119929.51,19988.25
2025-10-24 14:13:23.637299+00:00,ZFSPP,PREDICTION,28.43,31.91,986.5489761903549,0.177,15790.05,2631.67
2025-10-24 14:14:21.882862+00:00,BSPP,PREDICTION,35.29,40.32,925.5434861799234,0.172,947045.05,157840.84
2025-10-24 14:14:23.856148+00:00,KOSPP,PREDICTION,35.26,40.75,944.8256421420051,0.172,117201.46,19533.58
2025-10-24 14:14:23.942320+00:00,ZFSPP,PREDICTION,28.43,35.58,964.1077981040869,0.177,15430.87,2571.81
2025-10-24 14:15:21.888577+00:00,BSPP,PREDICTION,35.29,38.69,964.7914348647573,0.172,987204.78,164534.13
2025-10-24 14:15:23.620155+00:00,KOSPP,PREDICTION,35.26,42.07,984.8912564244398,0.172,122171.42,20361.9
2025-10-24 14:15:23.701952+00:00,ZFSPP,PREDICTION,28.43,31.56,1004.9910779841223,0.177,16085.22,2680.87
2025-10-24 14:16:21.884362+00:00,BSPP,PREDICTION,35.29,40.43,986.55863318858,0.172,1009477.66,168246.28
2025-10-24 14:16:23.504940+00:00,KOSPP,PREDICTION,35.26,40.67,1007.1119380466754,0.172,124927.8,20821.3
2025-10-24 14:16:23.583979+00:00,ZFSPP,PREDICTION,28.43,36.23,1027.6652429047708,0.177,16448.13,2741.35
2025-10-24 14:17:21.882547+00:00,BSPP,PREDICTION,35.29,43.2,959.769386950069,0.172,982066.06,163677.68
2025-10-24 14:17:23.576481+00:00,KOSPP,PREDICTION,35.26,42.88,979.7645825115288,0.172,121535.48,20255.91
2025-10-24 14:17:23.707511+00:00,ZFSPP,PREDICTION,28.43,34.92,999.7597780729885,0.177,16001.49,2666.91
2025-10-24 14:18:21.884485+00:00,BSPP,PREDICTION,35.29,41.11,944.2776887454869,0.172,966214.47,161035.75
2025-10-24 14:18:23.479694+00:00,KOSPP,PREDICTION,35.26,39.48,963.9501405943512,0.172,119573.77,19928.96
2025-10-24 14:18:23.564196+00:00,ZFSPP,PREDICTION,28.43,33.66,983.6225924432155,0.177,15743.21,2623.87
2025-10-24 14:19:22.373479+00:00,BSPP,PREDICTION,35.29,40.44,979.1753668320964,0.172,1001922.87,166987.15
2025-10-24 14:19:23.970664+00:00,KOSPP,PREDICTION,35.26,40.19,999.5748536410985,0.172,123992.85,20665.48
2025-10-24 14:19:24.049785+00:00,ZFSPP,PREDICTION,28.43,34.45,1019.9743404501005,0.177,16325.03,2720.84
2025-10-24 14:20:21.871976+00:00,BSPP,PREDICTION,35.29,43.17,950.9130208594773,0.172,973003.95,162167.33
2025-10-24 14:20:23.501898+00:00,KOSPP,PREDICTION,35.26,38.78,970.7237087940498,0.172,120414.0,20069.0
2025-10-24 14:20:23.582040+00:00,ZFSPP,PREDICTION,28.43,32.32,990.5343967286223,0.177,15853.83,2642.31
2025-10-24 14:21:21.873163+00:00,BSPP,PREDICTION,35.29,38.52,945.0979204708451,0.172,967053.76,161175.63
2025-10-24 14:21:23.742621+00:00,KOSPP,PREDICTION,35.26,40.66,964.7874604806543,0.172,119677.63,19946.27
2025-10-24 14:21:23.844164+00:00,ZFSPP,PREDICTION,28.43,34.43,984.4770004904636,0.177,15756.88,2626.15
2025-10-24 14:22:21.892991+00:00,BSPP,PREDICTION,35.29,39.78,948.2628556419336,0.172,970292.22,161715.37
2025-10-24 14:22:23.518718+00:00,KOSPP,PREDICTION,35.26,41.1,968.0183318011406,0.172,120078.41,20013.07
2025-10-24 14:22:23.596815+00:00,ZFSPP,PREDICTION,28.43,32.11,987.7738079603475,0.177,15809.65,2634.94
2025-10-24 14:23:21.884546+00:00,BSPP,PREDICTION,35.29,38.53,985.7244745437474,0.172,1008624.12,168104.02
2025-10-24 14:23:23.697391+00:00,KOSPP,PREDICTION,35.26,40.97,1006.2604010967422,0.172,124822.17,20803.69
2025-10-24 14:23:23.773151+00:00,ZFSPP,PREDICTION,28.43,33.62,1026.796327649737,0.177,16434.22,2739.04
2025-10-24 14:24:09.725619+00:00,BSPP,PREDICTION,35.29,41.41,923.5222058526382,0.172,944976.81,157496.14
2025-10-24 14:24:10.814082+00:00,BSPP,PREDICTION,35.29,39.05,1003.7044282767649,0.172,1027021.77,171170.3
2025-10-24 14:24:12.686188+00:00,KOSPP,PREDICTION,35.26,41.71,1024.6149371991976,0.172,127098.97,21183.16
2025-10-24 14:24:12.790833+00:00,ZFSPP,PREDICTION,28.43,32.63,1045.52544612163,0.177,16733.98,2789.0
2025-10-24 14:24:15.829465+00:00,BSPP,PREDICTION,35.29,39.19,1003.7044282767649,0.172,1027021.77,171170.3
2025-10-24 14:24:17.472873+00:00,KOSPP,PREDICTION,35.26,38.9,1024.6149371991976,0.172,127098.97,21183.16
2025-10-24 14:24:17.565366+00:00,ZFSPP,PREDICTION,28.43,35.35,1045.52544612163,0.177,16733.98,2789.0
2025-10-24 14:24:20.833916+00:00,BSPP,PREDICTION,35.29,38.36,992.3661715662356,0.172,1015420.11,169236.69
2025-10-24 14:24:22.586758+00:00,KOSPP,PREDICTION,35.26,39.37,1013.0404668071989,0.172,125663.2,20943.87
2025-10-24 14:24:22.687402+00:00,ZFSPP,PREDICTION,28.43,32.38,1033.7147620481621,0.177,16544.95,2757.49
2025-10-24 14:24:30.845270+00:00,BSPP,PREDICTION,35.29,43.12,961.2006079190892,0.172,983530.53,163921.76
2025-10-24 14:24:32.444763+00:00,KOSPP,PREDICTION,35.26,41.15,981.2256205840702,0.172,121716.71,20286.12
2025-10-24 14:24:32.526850+00:00,ZFSPP,PREDICTION,28.43,33.7,1001.2506332490511,0.177,16025.35,2670.89
2025-10-24 14:24:40.837642+00:00,BSPP,PREDICTION,35.29,40.79,926.2738853145258,0.172,947792.42,157965.4
2025-10-24 14:24:42.392767+00:00,KOSPP,PREDICTION,35.26,41.2,945.571257925245,0.172,117293.95,19548.99
2025-10-24 14:24:42.470519+00:00,ZFSPP,PREDICTION,28.43,35.38,964.8686305359644,0.177,15443.05,2573.84
2025-10-24 14:24:45.839893+00:00,BSPP,PREDICTION,35.29,43.18,926.2738853145258,0.172,947792.42,157965.4
2025-10-24 14:24:47.417718+00:00,KOSPP,PREDICTION,35.26,42.2,945.571257925245,0.172,117293.95,19548.99
2025-10-24 14:24:47.498041+00:00,ZFSPP,PREDICTION,28.43,31.68,964.8686305359644,0.177,15443.05,2573.84
2025-10-24 14:24:50.840528+00:00,BSPP,PREDICTION,35.29,39.11,926.4673929666463,0.172,947990.42,157998.4
2025-10-24 14:24:52.359620+00:00,KOSPP,PREDICTION,35.26,38.62,945.7687969867849,0.172,117318.45,19553.07
2025-10-24 14:24:52.437226+00:00,ZFSPP,PREDICTION,28.43,36.13,965.0702010069233,0.177,15446.27,2574.38
2025-10-24 14:25:00.841903+00:00,BSPP,PREDICTION,35.29,39.51,989.77173788737,0.172,1012765.41,168794.23
2025-10-24 14:25:03.126784+00:00,KOSPP,PREDICTION,35.26,42.55,1010.3919824266902,0.172,125334.67,20889.11
2025-10-24 14:25:03.260642+00:00,ZFSPP,PREDICTION,28.43,34.45,1031.0122269660105,0.177,16501.7,2750.28
2025-10-24 14:25:10.838969+00:00,BSPP,PREDICTION,35.29,40.08,931.6128106387785,0.172,953255.37,158875.9
2025-10-24 14:25:12.795593+00:00,KOSPP,PREDICTION,35.26,38.56,951.0214108604197,0.172,117970.01,19661.67
2025-10-24 14:25:12.872790+00:00,ZFSPP,PREDICTION,28.43,34.5,970.4300110820609,0.177,15532.06,2588.68
2025-10-24 14:25:21.849605+00:00,BSPP,PREDICTION,35.29,40.17,977.3627874839054,0.172,1000068.18,166678.03
2025-10-24 14:25:23.859414+00:00,KOSPP,PREDICTION,35.26,43.09,997.7245122231535,0.172,123763.33,20627.22
2025-10-24 14:25:23.940412+00:00,ZFSPP,PREDICTION,28.43,33.4,1018.0862369624015,0.177,16294.81,2715.8
2025-10-24 14:26:21.901165+00:00,BSPP,PREDICTION,35.29,39.69,946.8276926380448,0.172,968823.72,161470.62
2025-10-24 14:26:23.867405+00:00,KOSPP,PREDICTION,35.26,41.13,966.5532695680041,0.172,119896.67,19982.78
2025-10-24 14:26:23.947605+00:00,ZFSPP,PREDICTION,28.43,32.47,986.2788464979634,0.177,15785.72,2630.95
2025-10-24 14:27:21.877380+00:00,BSPP,PREDICTION,35.29,42.29,945.0873512465836,0.172,967042.95,161173.82
2025-10-24 14:27:23.819806+00:00,KOSPP,PREDICTION,35.26,41.52,964.7766710642207,0.172,119676.29,19946.05
2025-10-24 14:27:23.927814+00:00,ZFSPP,PREDICTION,28.43,31.91,984.4659908818579,0.177,15756.71,2626.12
2025-10-24 14:28:21.878888+00:00,BSPP,PREDICTION,35.29,41.5,935.5700018049747,0.172,957304.5,159550.75
2025-10-24 14:28:24.019760+00:00,KOSPP,PREDICTION,35.26,39.19,955.061043509245,0.172,118471.11,19745.19
2025-10-24 14:28:24.112090+00:00,ZFSPP,PREDICTION,28.43,31.51,974.5520852135153,0.177,15598.03,2599.67
2025-10-24 14:29:21.880466+00:00,BSPP,PREDICTION,35.29,43.28,963.6284392669481,0.172,986014.77,164335.79
2025-10-24 14:29:23.906245+00:00,KOSPP,PREDICTION,35.26,38.4,983.7040317516762,0.172,122024.15,20337.36
2025-10-24 14:29:23.986404+00:00,ZFSPP,PREDICTION,28.43,33.46,1003.7796242364043,0.177,16065.83,2677.64
2025-10-24 14:30:22.367476+00:00,BSPP,PREDICTION,33.11,38.96,983.6473627281794,0.173,1016851.91,169475.32
2025-10-24 14:30:24.320600+00:00,KOSPP,PREDICTION,33.35,40.65,1004.1400161183498,0.173,125681.55,20946.92
2025-10-24 14:30:24.396446+00:00,ZFSPP,PREDICTION,27.36,32.62,1024.6326695085202,0.178,16479.79,2746.63
